City,Price,Number_Beds,Number_Baths,Province,Population,Latitude,Longitude,Median_Family_Income,log_price
Hamilton,869000.0,4,3,ON,729560,43.2567,-79.8692,91000.0,5.939019776448666
Hamilton,499900.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.69888313675259
Hamilton,797000.0,4,4,ON,729560,43.2567,-79.8692,91000.0,5.901458321396112
Hamilton,599990.0,1,1,ON,729560,43.2567,-79.8692,91000.0,5.77814401208196
Hamilton,1139000.0,4,2,ON,729560,43.2567,-79.8692,91000.0,6.0565237240791
Hamilton,1400000.0,5,4,ON,729560,43.2567,-79.8692,91000.0,6.146128035678238
Hamilton,672000.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.827369273053825
Hamilton,584900.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.767081621363323
Hamilton,789990.0,3,3,ON,729560,43.2567,-79.8692,91000.0,5.897621593857142
Hamilton,664900.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.822756332951391
Hamilton,699900.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.845035993513415
Hamilton,449990.0,1,1,ON,729560,43.2567,-79.8692,91000.0,5.653202862679622
Hamilton,624900.0,3,1,ON,729560,43.2567,-79.8692,91000.0,5.7958105246674085
Hamilton,529900.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.724193919514329
Hamilton,709900.0,2,1,ON,729560,43.2567,-79.8692,91000.0,5.851197176174161
Hamilton,1150000.0,4,2,ON,729560,43.2567,-79.8692,91000.0,6.060697840353612
Hamilton,1099000.0,4,3,ON,729560,43.2567,-79.8692,91000.0,6.040997692423491
Hamilton,505000.0,5,2,ON,729560,43.2567,-79.8692,91000.0,5.703291378118662
Hamilton,649000.0,4,2,ON,729560,43.2567,-79.8692,91000.0,5.812244696800369
Hamilton,564950.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.752010012978765
Hamilton,499000.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.69810054562339
Hamilton,824900.0,3,3,ON,729560,43.2567,-79.8692,91000.0,5.916401303603876
Hamilton,1225000.0,4,3,ON,729560,43.2567,-79.8692,91000.0,6.088136088700551
Hamilton,1299900.0,4,2,ON,729560,43.2567,-79.8692,91000.0,6.113909943754037
Hamilton,749900.0,4,2,ON,729560,43.2567,-79.8692,91000.0,5.875003353600041
Hamilton,519900.0,2,1,ON,729560,43.2567,-79.8692,91000.0,5.715919817433579
Hamilton,699999.0,4,3,ON,729560,43.2567,-79.8692,91000.0,5.845097419593126
Hamilton,529750.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.7240709653828326
Hamilton,1050000.0,4,4,ON,729560,43.2567,-79.8692,91000.0,6.021189299069938
Hamilton,1199000.0,5,3,ON,729560,43.2567,-79.8692,91000.0,6.078819183098848
Hamilton,1219000.0,3,2,ON,729560,43.2567,-79.8692,91000.0,6.086003705618382
Hamilton,867900.0,3,3,ON,729560,43.2567,-79.8692,91000.0,5.938469688367645
Hamilton,599900.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.778078861937455
Hamilton,1399900.0,3,4,ON,729560,43.2567,-79.8692,91000.0,6.1460970135358695
Hamilton,1000000.0,5,3,ON,729560,43.2567,-79.8692,91000.0,6.0
Hamilton,799000.0,7,2,ON,729560,43.2567,-79.8692,91000.0,5.902546779313991
Hamilton,1099000.0,4,4,ON,729560,43.2567,-79.8692,91000.0,6.040997692423491
Hamilton,625000.0,2,1,ON,729560,43.2567,-79.8692,91000.0,5.795880017344075
Hamilton,539000.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.731588765186738
Hamilton,1219000.0,3,2,ON,729560,43.2567,-79.8692,91000.0,6.086003705618382
Hamilton,1350000.0,4,3,ON,729560,43.2567,-79.8692,91000.0,6.1303337684950066
Hamilton,549000.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.739572344450092
Hamilton,774900.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.889245660892979
Hamilton,735800.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.866759783495108
Hamilton,1199900.0,6,3,ON,729560,43.2567,-79.8692,91000.0,6.0791450533327485
Hamilton,1199000.0,4,4,ON,729560,43.2567,-79.8692,91000.0,6.078819183098848
Hamilton,699000.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.8444771757456815
Hamilton,1659000.0,4,4,ON,729560,43.2567,-79.8692,91000.0,6.2198463860243605
Hamilton,749900.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.875003353600041
Hamilton,749900.0,6,3,ON,729560,43.2567,-79.8692,91000.0,5.875003353600041
Hamilton,649000.0,4,2,ON,729560,43.2567,-79.8692,91000.0,5.812244696800369
Hamilton,849899.0,4,2,ON,729560,43.2567,-79.8692,91000.0,5.9293673182449975
Hamilton,789900.0,3,3,ON,729560,43.2567,-79.8692,91000.0,5.89757211382573
Hamilton,574007.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.758917188639849
Hamilton,690000.0,5,3,ON,729560,43.2567,-79.8692,91000.0,5.838849090737256
Hamilton,725000.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.860338006570994
Hamilton,724900.0,2,1,ON,729560,43.2567,-79.8692,91000.0,5.860278099752235
Hamilton,399000.0,2,1,ON,729560,43.2567,-79.8692,91000.0,5.600972895686748
Hamilton,939999.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.973127391584047
Hamilton,569000.0,1,1,ON,729560,43.2567,-79.8692,91000.0,5.755112266395071
Hamilton,1149000.0,3,1,ON,729560,43.2567,-79.8692,91000.0,6.0603200286882855
Hamilton,759000.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.88024177589548
Hamilton,429000.0,1,1,ON,729560,43.2567,-79.8692,91000.0,5.632457292184724
Hamilton,825000.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.9164539485499255
Hamilton,555900.0,2,1,ON,729560,43.2567,-79.8692,91000.0,5.74499667403856
Hamilton,504900.0,2,1,ON,729560,43.2567,-79.8692,91000.0,5.703205370695486
Hamilton,797765.0,4,2,ON,729560,43.2567,-79.8692,91000.0,5.901874978777155
Hamilton,2450000.0,5,5,ON,729560,43.2567,-79.8692,91000.0,6.389166084364533
Hamilton,1253000.0,3,3,ON,729560,43.2567,-79.8692,91000.0,6.09795107099415
Hamilton,1059900.0,3,4,ON,729560,43.2567,-79.8692,91000.0,6.025264892154508
Hamilton,399900.0,1,1,ON,729560,43.2567,-79.8692,91000.0,5.601951404133522
Hamilton,949900.0,3,3,ON,729560,43.2567,-79.8692,91000.0,5.977677887673994
Hamilton,639950.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.806146043402058
Hamilton,949900.0,5,3,ON,729560,43.2567,-79.8692,91000.0,5.977677887673994
Hamilton,649900.0,4,2,ON,729560,43.2567,-79.8692,91000.0,5.812846536967071
Hamilton,385000.0,4,2,ON,729560,43.2567,-79.8692,91000.0,5.585460729508501
Hamilton,3499000.0,5,4,ON,729560,43.2567,-79.8692,91000.0,6.5439439424829065
Hamilton,799000.0,3,3,ON,729560,43.2567,-79.8692,91000.0,5.902546779313991
Hamilton,1488000.0,3,2,ON,729560,43.2567,-79.8692,91000.0,6.17260293120986
Hamilton,849786.0,3,3,ON,729560,43.2567,-79.8692,91000.0,5.9293095719255
Hamilton,1325000.0,5,3,ON,729560,43.2567,-79.8692,91000.0,6.122215878272827
Hamilton,879000.0,3,3,ON,729560,43.2567,-79.8692,91000.0,5.943988875073772
Hamilton,949900.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.977677887673994
Hamilton,629900.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.799271608349873
Hamilton,789999.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.897626541550243
Hamilton,599900.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.778078861937455
Hamilton,679900.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.832445041174111
Hamilton,749000.0,4,3,ON,729560,43.2567,-79.8692,91000.0,5.874481817699467
Hamilton,599000.0,4,1,ON,729560,43.2567,-79.8692,91000.0,5.7774268223893115
Hamilton,424900.0,2,1,ON,729560,43.2567,-79.8692,91000.0,5.628286731089514
Hamilton,549900.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.740283719681879
Hamilton,1649000.0,7,4,ON,729560,43.2567,-79.8692,91000.0,6.217220655644518
Hamilton,1049900.0,3,4,ON,729560,43.2567,-79.8692,91000.0,6.021147935720995
Hamilton,549999.0,4,1,ON,729560,43.2567,-79.8692,91000.0,5.740361899867195
Hamilton,1088000.0,4,3,ON,729560,43.2567,-79.8692,91000.0,6.036628895362161
Hamilton,939900.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.973081649601368
Hamilton,685900.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.836260802858487
Hamilton,574900.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.759592308645975
Hamilton,4999000.0,8,7,ON,729560,43.2567,-79.8692,91000.0,6.69888313675259
Hamilton,599999.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.778150526558904
Hamilton,519900.0,2,1,ON,729560,43.2567,-79.8692,91000.0,5.715919817433579
Hamilton,649000.0,3,3,ON,729560,43.2567,-79.8692,91000.0,5.812244696800369
Hamilton,1099000.0,5,2,ON,729560,43.2567,-79.8692,91000.0,6.040997692423491
Hamilton,1269900.0,5,4,ON,729560,43.2567,-79.8692,91000.0,6.103769523193673
Hamilton,690000.0,3,3,ON,729560,43.2567,-79.8692,91000.0,5.838849090737256
Hamilton,519900.0,1,1,ON,729560,43.2567,-79.8692,91000.0,5.715919817433579
Hamilton,744900.0,4,2,ON,729560,43.2567,-79.8692,91000.0,5.872097974274227
Hamilton,679900.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.832445041174111
Hamilton,510000.0,4,2,ON,729560,43.2567,-79.8692,91000.0,5.707570176097937
Hamilton,899000.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.953759691733229
Hamilton,939900.0,3,3,ON,729560,43.2567,-79.8692,91000.0,5.973081649601368
Hamilton,425000.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.628388930050312
Hamilton,619000.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.791690649020118
Hamilton,499990.0,2,1,ON,729560,43.2567,-79.8692,91000.0,5.698961318359521
Hamilton,795000.0,4,2,ON,729560,43.2567,-79.8692,91000.0,5.9003671286564705
Hamilton,1649900.0,4,3,ON,729560,43.2567,-79.8692,91000.0,6.21745762253858
Hamilton,1399900.0,4,4,ON,729560,43.2567,-79.8692,91000.0,6.1460970135358695
Hamilton,499999.0,3,1,ON,729560,43.2567,-79.8692,91000.0,5.698969135746187
Hamilton,649990.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.812906675137891
Hamilton,679900.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.832445041174111
Hamilton,575000.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.7596678446896306
Hamilton,564900.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.751971574736327
Hamilton,699000.0,4,3,ON,729560,43.2567,-79.8692,91000.0,5.8444771757456815
Hamilton,599900.0,3,3,ON,729560,43.2567,-79.8692,91000.0,5.778078861937455
Hamilton,779000.0,4,4,ON,729560,43.2567,-79.8692,91000.0,5.891537457672564
Hamilton,3550000.0,4,4,ON,729560,43.2567,-79.8692,91000.0,6.550228353055094
Hamilton,529900.0,1,1,ON,729560,43.2567,-79.8692,91000.0,5.724193919514329
Hamilton,524900.0,4,2,ON,729560,43.2567,-79.8692,91000.0,5.72007657276814
Hamilton,479990.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.681232189479632
Hamilton,729900.0,4,2,ON,729560,43.2567,-79.8692,91000.0,5.863263363650481
Hamilton,798900.0,4,2,ON,729560,43.2567,-79.8692,91000.0,5.902492421158604
Hamilton,899000.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.953759691733229
Hamilton,1198000.0,5,4,ON,729560,43.2567,-79.8692,91000.0,6.078456818053293
Hamilton,950000.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.977723605288848
Hamilton,899900.0,6,2,ON,729560,43.2567,-79.8692,91000.0,5.954194251815863
Hamilton,749000.0,3,3,ON,729560,43.2567,-79.8692,91000.0,5.874481817699467
Hamilton,698000.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.843855422623161
Hamilton,679999.0,1,1,ON,729560,43.2567,-79.8692,91000.0,5.832508274037411
Hamilton,899900.0,6,2,ON,729560,43.2567,-79.8692,91000.0,5.954194251815863
Hamilton,589990.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.770844650656341
Hamilton,654700.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.816042340921997
Hamilton,1099900.0,5,1,ON,729560,43.2567,-79.8692,91000.0,6.041353202046975
Hamilton,729999.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.863322265196101
Hamilton,10995000.0,5,6,ON,729560,43.2567,-79.8692,91000.0,7.0411952336968096
Hamilton,449990.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.653202862679622
Hamilton,474900.0,3,3,ON,729560,43.2567,-79.8692,91000.0,5.676602169582019
Hamilton,499000.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.69810054562339
Hamilton,2797000.0,8,5,ON,729560,43.2567,-79.8692,91000.0,6.446692466371527
Hamilton,749000.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.874481817699467
Hamilton,679900.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.832445041174111
Hamilton,1199900.0,2,3,ON,729560,43.2567,-79.8692,91000.0,6.0791450533327485
Hamilton,549900.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.740283719681879
Hamilton,689000.0,3,3,ON,729560,43.2567,-79.8692,91000.0,5.838219221907626
Hamilton,399000.0,3,1,ON,729560,43.2567,-79.8692,91000.0,5.600972895686748
Hamilton,689900.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.838786144946595
Hamilton,799999.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.903089444123502
Hamilton,799900.0,3,3,ON,729560,43.2567,-79.8692,91000.0,5.903035696788497
Hamilton,2249999.0,12,8,ON,729560,43.2567,-79.8692,91000.0,6.35218232509155
Hamilton,749000.0,3,3,ON,729560,43.2567,-79.8692,91000.0,5.874481817699467
Hamilton,688000.0,5,2,ON,729560,43.2567,-79.8692,91000.0,5.837588438235511
Hamilton,849900.0,4,3,ON,729560,43.2567,-79.8692,91000.0,5.9293678292401
Hamilton,1399000.0,6,6,ON,729560,43.2567,-79.8692,91000.0,6.145817714491828
Hamilton,499900.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.69888313675259
Hamilton,549900.0,2,1,ON,729560,43.2567,-79.8692,91000.0,5.740283719681879
Hamilton,499900.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.69888313675259
Hamilton,799900.0,5,2,ON,729560,43.2567,-79.8692,91000.0,5.903035696788497
Hamilton,799999.0,1,1,ON,729560,43.2567,-79.8692,91000.0,5.903089444123502
Hamilton,699800.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.844973938146888
Hamilton,588800.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.769967801329442
Hamilton,949900.0,7,2,ON,729560,43.2567,-79.8692,91000.0,5.977677887673994
Hamilton,779900.0,3,3,ON,729560,43.2567,-79.8692,91000.0,5.8920389203412915
Hamilton,984900.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.9933921374490025
Hamilton,584900.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.767081621363323
Hamilton,798000.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.90200289135073
Hamilton,798000.0,3,3,ON,729560,43.2567,-79.8692,91000.0,5.90200289135073
Hamilton,1299000.0,4,3,ON,729560,43.2567,-79.8692,91000.0,6.113609151073028
Hamilton,749999.0,4,2,ON,729560,43.2567,-79.8692,91000.0,5.875060684332005
Hamilton,775000.0,3,3,ON,729560,43.2567,-79.8692,91000.0,5.889301702506311
Hamilton,1149000.0,6,4,ON,729560,43.2567,-79.8692,91000.0,6.0603200286882855
Hamilton,549000.0,3,1,ON,729560,43.2567,-79.8692,91000.0,5.739572344450092
Hamilton,1159999.0,3,4,ON,729560,43.2567,-79.8692,91000.0,6.0644576148349625
Hamilton,779900.0,4,2,ON,729560,43.2567,-79.8692,91000.0,5.8920389203412915
Hamilton,499900.0,3,1,ON,729560,43.2567,-79.8692,91000.0,5.69888313675259
Hamilton,819900.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.913760886412323
Hamilton,1850000.0,4,4,ON,729560,43.2567,-79.8692,91000.0,6.267171728403014
Hamilton,1599900.0,4,5,ON,729560,43.2567,-79.8692,91000.0,6.204092838402539
Hamilton,600000.0,3,3,ON,729560,43.2567,-79.8692,91000.0,5.778151250383644
Hamilton,699999.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.845097419593126
Hamilton,1479900.0,2,3,ON,729560,43.2567,-79.8692,91000.0,6.170232370181804
Hamilton,649900.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.812846536967071
Hamilton,679900.0,4,2,ON,729560,43.2567,-79.8692,91000.0,5.832445041174111
Hamilton,1149900.0,5,2,ON,729560,43.2567,-79.8692,91000.0,6.060660073974015
Hamilton,670000.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.826074802700826
Hamilton,599000.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.7774268223893115
Hamilton,2299000.0,5,4,ON,729560,43.2567,-79.8692,91000.0,6.361538971269279
Hamilton,799900.0,3,4,ON,729560,43.2567,-79.8692,91000.0,5.903035696788497
Hamilton,599900.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.778078861937455
Hamilton,698900.0,4,2,ON,729560,43.2567,-79.8692,91000.0,5.844415040473825
Hamilton,1499900.0,4,3,ON,729560,43.2567,-79.8692,91000.0,6.176062305125079
Hamilton,825000.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.9164539485499255
Hamilton,399900.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.601951404133522
Hamilton,1049900.0,3,2,ON,729560,43.2567,-79.8692,91000.0,6.021147935720995
Hamilton,599000.0,3,1,ON,729560,43.2567,-79.8692,91000.0,5.7774268223893115
Hamilton,499900.0,3,1,ON,729560,43.2567,-79.8692,91000.0,5.69888313675259
Hamilton,1159000.0,4,4,ON,729560,43.2567,-79.8692,91000.0,6.064083435963596
Hamilton,648900.0,3,3,ON,729560,43.2567,-79.8692,91000.0,5.812177774158754
Hamilton,1285000.0,4,4,ON,729560,43.2567,-79.8692,91000.0,6.108903127667313
Hamilton,499900.0,1,1,ON,729560,43.2567,-79.8692,91000.0,5.69888313675259
Hamilton,679000.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.831869774280502
Hamilton,539999.0,4,2,ON,729560,43.2567,-79.8692,91000.0,5.732392955573183
Hamilton,1069000.0,9,3,ON,729560,43.2567,-79.8692,91000.0,6.028977705208778
Hamilton,649990.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.812906675137891
Hamilton,499900.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.69888313675259
Hamilton,624900.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.7958105246674085
Hamilton,4150000.0,4,5,ON,729560,43.2567,-79.8692,91000.0,6.6180480967120925
Hamilton,699900.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.845035993513415
Hamilton,1349900.0,4,2,ON,729560,43.2567,-79.8692,91000.0,6.130301597341845
Hamilton,449999.0,1,1,ON,729560,43.2567,-79.8692,91000.0,5.653211548675423
Hamilton,489900.0,4,3,ON,729560,43.2567,-79.8692,91000.0,5.69010743945633
Hamilton,1299900.0,3,2,ON,729560,43.2567,-79.8692,91000.0,6.113909943754037
Hamilton,599900.0,5,2,ON,729560,43.2567,-79.8692,91000.0,5.778078861937455
Hamilton,699000.0,3,4,ON,729560,43.2567,-79.8692,91000.0,5.8444771757456815
Hamilton,829900.0,5,3,ON,729560,43.2567,-79.8692,91000.0,5.91902576458736
Hamilton,1298000.0,8,3,ON,729560,43.2567,-79.8692,91000.0,6.11327469246435
Hamilton,1149900.0,2,2,ON,729560,43.2567,-79.8692,91000.0,6.060660073974015
Hamilton,649900.0,5,2,ON,729560,43.2567,-79.8692,91000.0,5.812846536967071
Hamilton,649900.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.812846536967071
Hamilton,820000.0,5,2,ON,729560,43.2567,-79.8692,91000.0,5.913813852383717
Hamilton,959900.0,4,3,ON,729560,43.2567,-79.8692,91000.0,5.9822259916746745
Hamilton,699999.0,4,4,ON,729560,43.2567,-79.8692,91000.0,5.845097419593126
Hamilton,1399900.0,4,4,ON,729560,43.2567,-79.8692,91000.0,6.1460970135358695
Hamilton,774900.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.889245660892979
Hamilton,1149900.0,4,4,ON,729560,43.2567,-79.8692,91000.0,6.060660073974015
Hamilton,719900.0,3,1,ON,729560,43.2567,-79.8692,91000.0,5.857272173564041
Hamilton,899900.0,3,1,ON,729560,43.2567,-79.8692,91000.0,5.954194251815863
Hamilton,1099900.0,5,3,ON,729560,43.2567,-79.8692,91000.0,6.041353202046975
Hamilton,549899.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.740282929911236
Hamilton,959000.0,5,2,ON,729560,43.2567,-79.8692,91000.0,5.981818607170664
Hamilton,825000.0,3,3,ON,729560,43.2567,-79.8692,91000.0,5.9164539485499255
Hamilton,649900.0,2,1,ON,729560,43.2567,-79.8692,91000.0,5.812846536967071
Hamilton,799900.0,4,3,ON,729560,43.2567,-79.8692,91000.0,5.903035696788497
Hamilton,2499900.0,7,5,ON,729560,43.2567,-79.8692,91000.0,6.397922636545316
Hamilton,538000.0,2,1,ON,729560,43.2567,-79.8692,91000.0,5.730782275666389
Hamilton,899999.0,6,4,ON,729560,43.2567,-79.8692,91000.0,5.9542420268896326
Hamilton,2549000.0,4,5,ON,729560,43.2567,-79.8692,91000.0,6.406369835469268
Hamilton,709900.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.851197176174161
Hamilton,579900.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.763353108748215
Hamilton,1299000.0,4,3,ON,729560,43.2567,-79.8692,91000.0,6.113609151073028
Hamilton,619900.0,3,1,ON,729560,43.2567,-79.8692,91000.0,5.7923216363515735
Hamilton,1199000.0,5,4,ON,729560,43.2567,-79.8692,91000.0,6.078819183098848
Hamilton,649000.0,2,3,ON,729560,43.2567,-79.8692,91000.0,5.812244696800369
Hamilton,1299900.0,5,4,ON,729560,43.2567,-79.8692,91000.0,6.113909943754037
Hamilton,1569000.0,3,3,ON,729560,43.2567,-79.8692,91000.0,6.195622943586937
Hamilton,1499900.0,4,2,ON,729560,43.2567,-79.8692,91000.0,6.176062305125079
Hamilton,774900.0,4,2,ON,729560,43.2567,-79.8692,91000.0,5.889245660892979
Hamilton,529900.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.724193919514329
Hamilton,649900.0,8,4,ON,729560,43.2567,-79.8692,91000.0,5.812846536967071
Hamilton,899900.0,4,2,ON,729560,43.2567,-79.8692,91000.0,5.954194251815863
Hamilton,599000.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.7774268223893115
Hamilton,949900.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.977677887673994
Hamilton,169900.0,1,1,ON,729560,43.2567,-79.8692,91000.0,5.230193378869045
Hamilton,519988.0,2,1,ON,729560,43.2567,-79.8692,91000.0,5.715993321338805
Hamilton,750000.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.8750612633917
Hamilton,849000.0,3,3,ON,729560,43.2567,-79.8692,91000.0,5.928907690243952
Hamilton,629000.0,2,1,ON,729560,43.2567,-79.8692,91000.0,5.798650645445269
Hamilton,779000.0,3,3,ON,729560,43.2567,-79.8692,91000.0,5.891537457672564
Hamilton,739990.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.869225850846972
Hamilton,1199900.0,3,3,ON,729560,43.2567,-79.8692,91000.0,6.0791450533327485
Hamilton,849900.0,4,2,ON,729560,43.2567,-79.8692,91000.0,5.9293678292401
Hamilton,644900.0,2,1,ON,729560,43.2567,-79.8692,91000.0,5.809492376937341
Hamilton,399900.0,2,1,ON,729560,43.2567,-79.8692,91000.0,5.601951404133522
Hamilton,1299000.0,6,4,ON,729560,43.2567,-79.8692,91000.0,6.113609151073028
Hamilton,499900.0,2,1,ON,729560,43.2567,-79.8692,91000.0,5.69888313675259
Hamilton,699000.0,4,2,ON,729560,43.2567,-79.8692,91000.0,5.8444771757456815
Hamilton,649900.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.812846536967071
Hamilton,999900.0,6,4,ON,729560,43.2567,-79.8692,91000.0,5.999956568380193
Hamilton,699900.0,4,3,ON,729560,43.2567,-79.8692,91000.0,5.845035993513415
Hamilton,1150000.0,4,4,ON,729560,43.2567,-79.8692,91000.0,6.060697840353612
Hamilton,529900.0,1,1,ON,729560,43.2567,-79.8692,91000.0,5.724193919514329
Hamilton,925000.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.9661417327390325
Hamilton,799000.0,4,2,ON,729560,43.2567,-79.8692,91000.0,5.902546779313991
Hamilton,795000.0,4,3,ON,729560,43.2567,-79.8692,91000.0,5.9003671286564705
Hamilton,799000.0,3,3,ON,729560,43.2567,-79.8692,91000.0,5.902546779313991
Hamilton,674000.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.82865989653532
Hamilton,719900.0,4,1,ON,729560,43.2567,-79.8692,91000.0,5.857272173564041
Hamilton,849900.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.9293678292401
Hamilton,519900.0,1,1,ON,729560,43.2567,-79.8692,91000.0,5.715919817433579
Hamilton,1088800.0,5,4,ON,729560,43.2567,-79.8692,91000.0,6.036948112195279
Hamilton,599999.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.778150526558904
Hamilton,1050000.0,3,4,ON,729560,43.2567,-79.8692,91000.0,6.021189299069938
Hamilton,589000.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.770115294787102
Hamilton,689900.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.838786144946595
Hamilton,695000.0,2,2,ON,729560,43.2567,-79.8692,91000.0,5.841984804590114
Hamilton,989000.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.995196291597179
Hamilton,1050000.0,4,4,ON,729560,43.2567,-79.8692,91000.0,6.021189299069938
Hamilton,749000.0,4,3,ON,729560,43.2567,-79.8692,91000.0,5.874481817699467
Hamilton,659900.0,3,2,ON,729560,43.2567,-79.8692,91000.0,5.819478128362123
Hamilton,1199900.0,4,3,ON,729560,43.2567,-79.8692,91000.0,6.0791450533327485
Hamilton,1349900.0,6,4,ON,729560,43.2567,-79.8692,91000.0,6.130301597341845
Hamilton,1299900.0,3,3,ON,729560,43.2567,-79.8692,91000.0,6.113909943754037
Hamilton,824900.0,2,3,ON,729560,43.2567,-79.8692,91000.0,5.916401303603876
Hamilton,619900.0,2,1,ON,729560,43.2567,-79.8692,91000.0,5.7923216363515735
Hamilton,899000.0,3,3,ON,729560,43.2567,-79.8692,91000.0,5.953759691733229
Hamilton,649800.0,4,2,ON,729560,43.2567,-79.8692,91000.0,5.812779707008964
Hamilton,349900.0,2,1,ON,729560,43.2567,-79.8692,91000.0,5.5439439424829065
Hamilton,1099900.0,6,3,ON,729560,43.2567,-79.8692,91000.0,6.041353202046975
Hamilton,1750000.0,3,3,ON,729560,43.2567,-79.8692,91000.0,6.243038048686294
